ID,Principal,Maturity,Coupon Rate,LGD,Counterparty,Number of Bonds,Industry
58668,"$21,000",23-Nov-2017,8.5%,0.292,Goldman Sachs,210,9
45057,"$6,000",29-Sep-2017,6.5%,0.522,Bank of America,60,2
34798,"$17,000",11-Jan-2018,4.0%,0.522,Suntrust,170,7
53365,"$3,000",3-Jun-2020,6.0%,0.287,Goldman Sachs,30,8
30718,"$16,000",3-Apr-2018,5.0%,0.207,Capital One,160,2
44671,"$6,000",25-Oct-2017,9.0%,0.287,Bank of America,60,7
39220,"$2,000",24-Apr-2018,7.0%,0.292,Goldman Sachs,20,4
48707,"$4,000",31-Aug-2019,5.5%,0.207,Wells Fargo,40,7
35930,"$7,000",27-Oct-2020,3.0%,0.207,Bank of America,70,1
56275,"$8,000",26-Jul-2020,3.5%,0.292,Citigroup,80,2
47740,"$2,000",24-Mar-2021,7.5%,0.207,Goldman Sachs,20,8
35740,"$4,000",28-May-2017,7.0%,0.526,Wells Fargo,40,9
54124,"$6,000",11-Sep-2019,9.0%,0.287,Goldman Sachs,60,9
57690,"$2,000",11-Jun-2017,6.5%,0.522,Goldman Sachs,20,5
31082,"$5,000",8-Mar-2018,4.0%,0.292,Suntrust,50,4
32419,"$2,000",9-Jul-2020,6.5%,0.526,Bank of America,20,2
42314,"$8,000",19-Jun-2020,8.5%,0.526,US Bancorp,80,8
54276,"$4,000",25-Jul-2019,9.0%,0.207,HSBC,40,8
40569,"$5,000",29-Sep-2019,3.0%,0.292,Deutsche Bank,50,6
37060,"$4,000",11-Aug-2018,3.5%,0.522,Fidelity,40,9
54607,"$7,000",23-Aug-2019,8.0%,0.522,Goldman Sachs,70,9
30813,"$10,000",20-May-2019,7.0%,0.287,Suntrust,100,2
37494,"$3,000",3-Mar-2021,5.5%,0.287,TD Bank,30,7
50337,"$2,000",11-Apr-2019,3.5%,0.292,Goldman Sachs,20,7
54281,"$4,000",29-Apr-2018,7.0%,0.526,Suntrust,40,9
48362,"$14,000",27-Jul-2018,6.5%,0.292,Goldman Sachs,140,5
59176,"$5,000",26-Mar-2020,6.0%,0.526,Barclays,50,9
57178,"$10,000",12-May-2017,4.0%,0.207,TD Bank,100,7
39216,"$5,000",14-Jun-2019,7.0%,0.292,Barclays,50,2
32033,"$7,000",28-Nov-2019,9.0%,0.287,TD Bank,70,5
40410,"$5,000",9-Jul-2019,8.5%,0.292,US Bancorp,50,8
52246,"$10,000",12-Jan-2021,7.5%,0.292,American Express,100,5
53129,"$10,000",1-Mar-2021,9.0%,0.526,Suntrust,100,6
37527,"$5,000",28-Jul-2019,9.0%,0.287,Deutsche Bank,50,1
38543,"$3,000",15-Sep-2018,3.0%,0.292,Wells Fargo,30,7
31585,"$8,000",11-Feb-2018,8.5%,0.292,Goldman Sachs,80,8
54495,"$26,000",27-Mar-2018,7.5%,0.287,Deutsche Bank,260,4
56631,"$8,000",6-Mar-2018,8.5%,0.287,Suntrust,80,6
41347,"$5,000",10-Jun-2017,8.0%,0.287,Deutsche Bank,50,2
31257,"$8,000",5-Feb-2020,5.0%,0.526,HSBC,80,7
58483,"$7,000",5-May-2020,4.0%,0.522,Bank of America,70,7
36302,"$16,000",20-Apr-2019,5.0%,0.292,Banco Santander,160,2
48616,"$2,000",25-May-2019,7.5%,0.287,American Express,20,5
46474,"$5,000",22-Feb-2021,6.0%,0.207,Wells Fargo,50,6
40997,"$11,000",12-Dec-2017,6.5%,0.522,Fidelity,110,10
43429,"$8,000",16-Dec-2018,5.5%,0.287,Bank of America,80,7
48022,"$8,000",19-Apr-2021,3.5%,0.292,Capital One,80,1
37148,"$3,000",30-Jul-2018,8.0%,0.287,Capital One,30,10
49976,"$9,000",27-Aug-2018,4.5%,0.522,Barclays,90,8
56239,"$15,000",10-Jul-2018,4.0%,0.292,Fidelity,150,7
30262,"$24,000",14-Dec-2019,6.0%,0.207,Goldman Sachs,240,5
49264,"$6,000",5-May-2019,7.0%,0.522,US Bancorp,60,3
54179,"$7,000",24-Nov-2020,6.5%,0.522,Capital One,70,3
58839,"$4,000",2-Oct-2017,8.5%,0.522,Citigroup,40,5
32545,"$8,000",29-Sep-2019,3.0%,0.292,Banco Santander,80,4
47359,"$5,000",21-Aug-2017,4.0%,0.287,Citigroup,50,1
42068,"$8,000",27-Jan-2019,3.0%,0.522,Banco Santander,80,8
45648,"$8,000",13-Feb-2019,9.0%,0.526,Bank of America,80,10
33865,"$14,000",13-Mar-2018,3.5%,0.207,TD Bank,140,4
53258,"$9,000",3-Jan-2021,3.5%,0.207,American Express,90,9
60282,"$11,000",22-Feb-2020,3.0%,0.292,TD Bank,110,9
35574,"$11,000",2-Oct-2018,9.0%,0.526,Fidelity,110,2
34253,"$9,000",18-Aug-2018,6.5%,0.522,Suntrust,90,1
53529,"$4,000",23-May-2020,3.0%,0.522,Goldman Sachs,40,9
47389,"$2,000",21-Jan-2019,5.5%,0.287,JPMorgan Chase,20,5
38107,"$10,000",12-Aug-2020,9.0%,0.526,American Express,100,9
38246,"$7,000",27-May-2019,4.5%,0.526,Barclays,70,5
57805,"$8,000",31-Mar-2020,5.0%,0.207,Barclays,80,7
56892,"$10,000",10-Aug-2017,8.0%,0.292,HSBC,100,5
48788,"$3,000",26-Sep-2019,5.5%,0.292,Banco Santander,30,8
46420,"$7,000",22-Apr-2019,7.0%,0.526,Deutsche Bank,70,6
41166,"$9,000",17-Apr-2021,6.5%,0.287,Suntrust,90,4
54236,"$11,000",14-Jul-2018,6.5%,0.526,American Express,110,4
47709,"$6,000",6-Jul-2019,8.0%,0.287,Suntrust,60,3
59840,"$10,000",10-Mar-2018,9.0%,0.207,Citigroup,100,7
60105,"$10,000",24-Feb-2020,6.5%,0.207,Suntrust,100,6
35482,"$7,000",23-Jun-2017,6.0%,0.526,JPMorgan Chase,70,9
45398,"$4,000",20-May-2020,5.5%,0.207,Bank of America,40,5
45894,"$8,000",8-Jul-2019,4.0%,0.207,TD Bank,80,8
35918,"$6,000",31-Jul-2019,3.0%,0.287,Goldman Sachs,60,2
43672,"$6,000",11-Nov-2020,7.5%,0.287,TD Bank,60,2
56530,"$12,000",2-Sep-2018,8.5%,0.287,US Bancorp,120,3
34234,"$1,000",4-Jun-2020,8.5%,0.526,Banco Santander,10,9
55620,"$5,000",26-Dec-2020,7.5%,0.287,HSBC,50,9
40892,"$9,000",23-Dec-2017,4.0%,0.207,Banco Santander,90,9
40828,"$3,000",30-Nov-2017,5.0%,0.522,Barclays,30,4
31962,"$25,000",2-Nov-2017,3.0%,0.292,US Bancorp,250,9
39535,"$3,000",22-May-2019,6.5%,0.522,American Express,30,6
41471,"$9,000",3-Jul-2020,4.0%,0.526,Goldman Sachs,90,3
50774,"$4,000",23-Oct-2020,3.5%,0.292,Capital One,40,1
55821,"$8,000",10-Nov-2018,6.5%,0.526,JPMorgan Chase,80,6
49775,"$5,000",24-Dec-2019,8.0%,0.526,Wells Fargo,50,1
35861,"$7,000",9-Feb-2021,3.0%,0.292,HSBC,70,3
47531,"$10,000",23-Jun-2020,8.5%,0.292,Bank of America,100,4
48931,"$8,000",19-Aug-2018,6.5%,0.522,Citigroup,80,9
31393,"$11,000",26-Aug-2019,3.0%,0.207,Bank of America,110,3
58609,"$6,000",16-Dec-2020,5.0%,0.526,Bank of America,60,1
43339,"$3,000",8-Jun-2019,3.5%,0.522,Banco Santander,30,10
50064,"$2,000",4-Feb-2020,3.5%,0.292,American Express,20,10
38156,"$19,000",8-Feb-2020,4.0%,0.207,Fidelity,190,10
60486,"$7,000",28-Oct-2017,7.5%,0.287,Goldman Sachs,70,6
48519,"$2,000",20-Aug-2017,9.0%,0.526,US Bancorp,20,4
47583,"$38,000",21-Jul-2017,8.0%,0.526,Goldman Sachs,380,5
36367,"$8,000",26-Sep-2018,3.5%,0.207,TD Bank,80,7
50941,"$5,000",16-May-2019,8.0%,0.207,Barclays,50,7
50283,"$6,000",27-Apr-2021,4.0%,0.526,American Express,60,9
54052,"$3,000",30-Apr-2020,6.5%,0.526,US Bancorp,30,3
51741,"$28,000",23-Oct-2017,6.0%,0.526,Suntrust,280,5
58359,"$6,000",10-Aug-2019,5.5%,0.207,Suntrust,60,2
41850,"$6,000",5-Nov-2017,7.0%,0.526,Citigroup,60,4
33964,"$2,000",20-Jan-2018,4.0%,0.287,Suntrust,20,9
52536,"$4,000",23-Dec-2017,6.0%,0.522,Bank of America,40,7
46425,"$9,000",5-Jun-2019,6.0%,0.207,Suntrust,90,2
55178,"$19,000",10-Nov-2018,6.5%,0.292,Barclays,190,3
51656,"$6,000",23-Aug-2019,8.5%,0.526,Banco Santander,60,5
60296,"$16,000",27-Jan-2019,4.0%,0.287,American Express,160,8
39118,"$11,000",21-Feb-2019,6.0%,0.522,Suntrust,110,5
55259,"$2,000",10-Aug-2019,6.5%,0.522,Bank of America,20,7
42945,"$15,000",26-Dec-2020,7.0%,0.287,Goldman Sachs,150,2
37511,"$6,000",23-Mar-2020,4.0%,0.287,HSBC,60,1
43025,"$6,000",14-Apr-2021,5.5%,0.287,Bank of America,60,9
48262,"$6,000",25-Oct-2017,8.0%,0.292,American Express,60,9
54535,"$7,000",6-Aug-2019,6.0%,0.207,Deutsche Bank,70,9
49204,"$4,000",28-Jun-2017,3.5%,0.522,JPMorgan Chase,40,10
48174,"$26,000",25-Oct-2019,3.5%,0.207,Wells Fargo,260,9
42328,"$4,000",18-Jun-2020,3.5%,0.292,US Bancorp,40,7
37882,"$11,000",31-Dec-2019,7.0%,0.292,Goldman Sachs,110,5
46771,"$7,000",23-Jul-2020,4.5%,0.522,Deutsche Bank,70,3
40360,"$8,000",29-May-2018,6.0%,0.522,JPMorgan Chase,80,8
42146,"$4,000",14-Aug-2020,4.0%,0.207,HSBC,40,7
51868,"$11,000",14-Aug-2017,5.5%,0.207,TD Bank,110,9
33337,"$5,000",7-Apr-2019,7.5%,0.207,Banco Santander,50,3
52112,"$6,000",31-Jan-2021,7.0%,0.207,JPMorgan Chase,60,2
35783,"$17,000",15-Oct-2020,9.0%,0.292,US Bancorp,170,6
44341,"$11,000",31-Dec-2020,7.0%,0.207,Capital One,110,2
51092,"$3,000",6-Aug-2019,7.0%,0.207,Fidelity,30,5
46799,"$5,000",6-Oct-2017,4.0%,0.287,American Express,50,1
39649,"$5,000",20-Sep-2017,8.0%,0.287,Suntrust,50,1
52864,"$12,000",24-Mar-2018,5.0%,0.207,HSBC,120,5
53148,"$14,000",12-Apr-2021,5.0%,0.526,HSBC,140,7
38811,"$10,000",10-Feb-2021,4.0%,0.207,American Express,100,5
38688,"$8,000",25-Oct-2018,8.5%,0.287,Capital One,80,1
43206,"$4,000",11-Jul-2018,8.0%,0.522,Fidelity,40,10
56947,"$9,000",2-Feb-2020,4.0%,0.292,TD Bank,90,4
34435,"$9,000",17-Oct-2019,8.0%,0.292,HSBC,90,1
36434,"$2,000",14-Apr-2020,3.5%,0.287,Fidelity,20,9
55792,"$3,000",18-Feb-2019,9.0%,0.292,American Express,30,2
37396,"$6,000",20-Jan-2018,7.5%,0.287,Capital One,60,3
33468,"$3,000",2-Jul-2020,7.0%,0.522,Barclays,30,3
59530,"$4,000",16-Aug-2017,7.5%,0.207,Capital One,40,10
33261,"$3,000",1-Mar-2021,3.5%,0.207,JPMorgan Chase,30,10
50152,"$2,000",6-Jul-2019,5.5%,0.207,Fidelity,20,2
31097,"$5,000",14-Dec-2020,4.0%,0.207,Bank of America,50,9
47952,"$7,000",20-Feb-2021,5.0%,0.292,Fidelity,70,9
48518,"$10,000",13-Apr-2018,5.0%,0.522,JPMorgan Chase,100,5
59328,"$8,000",12-Apr-2020,5.0%,0.287,American Express,80,8
47832,"$18,000",11-Jul-2018,5.0%,0.526,Fidelity,180,7
39021,"$13,000",22-May-2020,3.5%,0.522,Banco Santander,130,2
39258,"$5,000",21-Dec-2017,5.5%,0.287,Bank of America,50,7
56351,"$4,000",14-Mar-2019,5.5%,0.522,Suntrust,40,5
47843,"$17,000",21-Sep-2020,3.0%,0.526,Wells Fargo,170,10
53238,"$4,000",6-Dec-2018,7.5%,0.526,US Bancorp,40,9
34467,"$11,000",20-May-2018,8.5%,0.287,American Express,110,4
47859,"$5,000",22-Apr-2021,8.0%,0.522,TD Bank,50,7
55489,"$16,000",27-Mar-2018,7.0%,0.522,Fidelity,160,2
38123,"$5,000",28-Oct-2017,8.5%,0.292,US Bancorp,50,5
42028,"$7,000",11-Jul-2017,5.0%,0.526,JPMorgan Chase,70,8
47762,"$6,000",23-Apr-2018,9.0%,0.526,Goldman Sachs,60,5
54366,"$9,000",30-Aug-2018,7.0%,0.526,Capital One,90,5
37312,"$6,000",16-Jun-2017,9.0%,0.526,Barclays,60,8
46430,"$11,000",13-Sep-2018,6.5%,0.526,US Bancorp,110,10
59343,"$4,000",8-Mar-2021,7.5%,0.522,Bank of America,40,2
49179,"$10,000",27-Jan-2020,3.5%,0.207,American Express,100,8
37421,"$4,000",9-Dec-2017,5.0%,0.522,Wells Fargo,40,1
47913,"$12,000",27-Sep-2019,8.5%,0.287,American Express,120,7
44588,"$12,000",25-May-2020,8.5%,0.207,Fidelity,120,3
56506,"$9,000",18-Mar-2019,7.5%,0.287,Goldman Sachs,90,5
55767,"$7,000",7-Feb-2021,4.0%,0.207,TD Bank,70,7
46710,"$6,000",18-Jun-2017,8.5%,0.292,Capital One,60,3
43354,"$6,000",3-Jul-2019,7.0%,0.522,Capital One,60,6
32441,"$10,000",12-Jul-2018,9.0%,0.207,Suntrust,100,3
48857,"$8,000",1-Feb-2019,7.0%,0.526,Citigroup,80,3
57258,"$2,000",8-Sep-2020,3.5%,0.522,TD Bank,20,1
46367,"$6,000",7-Nov-2018,8.0%,0.287,JPMorgan Chase,60,5
40018,"$2,000",23-Sep-2020,7.5%,0.526,Bank of America,20,6
46321,"$4,000",10-Aug-2018,6.5%,0.522,Bank of America,40,3
57335,"$12,000",1-Feb-2020,6.0%,0.292,TD Bank,120,3
48385,"$5,000",21-Sep-2019,8.5%,0.207,US Bancorp,50,6
44590,"$5,000",18-May-2019,3.0%,0.287,HSBC,50,8
44832,"$2,000",18-Oct-2020,4.5%,0.207,Deutsche Bank,20,4
55006,"$6,000",31-May-2019,6.5%,0.522,TD Bank,60,6
57798,"$5,000",16-Feb-2019,5.5%,0.522,JPMorgan Chase,50,10
60622,"$2,000",27-Sep-2018,7.0%,0.526,Deutsche Bank,20,9
52332,"$2,000",16-Apr-2020,5.5%,0.526,Bank of America,20,10
55002,"$10,000",13-Feb-2020,8.0%,0.287,Bank of America,100,1
35486,"$9,000",17-May-2020,8.5%,0.287,American Express,90,1
37810,"$5,000",27-Aug-2018,5.0%,0.287,HSBC,50,6
56910,"$26,000",13-May-2017,3.0%,0.526,Suntrust,260,7
50510,"$7,000",6-Apr-2018,8.5%,0.526,Banco Santander,70,1
33038,"$3,000",6-Jul-2018,9.0%,0.207,Fidelity,30,3
32942,"$9,000",4-Aug-2020,8.5%,0.207,Goldman Sachs,90,1
52812,"$7,000",15-Jun-2017,5.0%,0.526,Deutsche Bank,70,1
37054,"$6,000",24-Aug-2018,8.0%,0.287,Barclays,60,7
32519,"$13,000",5-Nov-2017,3.0%,0.287,JPMorgan Chase,130,7
49468,"$4,000",19-Feb-2021,8.5%,0.526,Bank of America,40,1
58035,"$5,000",16-Mar-2021,3.0%,0.207,US Bancorp,50,3
30464,"$6,000",11-Mar-2018,7.5%,0.292,TD Bank,60,2
46033,"$5,000",7-Feb-2021,4.0%,0.292,JPMorgan Chase,50,1
44528,"$6,000",24-Oct-2020,5.5%,0.526,Deutsche Bank,60,10
59155,"$2,000",15-Dec-2017,4.5%,0.287,Fidelity,20,6
59808,"$9,000",10-Jan-2018,7.0%,0.526,American Express,90,3
51290,"$4,000",8-Feb-2018,7.5%,0.207,Deutsche Bank,40,9
55013,"$8,000",8-Oct-2020,6.0%,0.207,Fidelity,80,7
32229,"$4,000",4-Nov-2018,8.5%,0.207,Suntrust,40,8
50617,"$1,000",12-Nov-2018,8.0%,0.526,Deutsche Bank,10,4
48300,"$9,000",21-Feb-2018,5.0%,0.207,Barclays,90,4
57664,"$4,000",30-Jul-2017,7.5%,0.292,Banco Santander,40,10
59575,"$7,000",3-Feb-2021,6.5%,0.207,US Bancorp,70,9
36189,"$2,000",14-Oct-2019,5.5%,0.207,JPMorgan Chase,20,2
36620,"$23,000",3-Sep-2017,8.0%,0.526,Deutsche Bank,230,1
31769,"$10,000",14-Jun-2017,6.0%,0.287,Suntrust,100,3
58426,"$12,000",30-May-2018,3.5%,0.522,US Bancorp,120,5
50187,"$5,000",19-Oct-2018,9.0%,0.522,Fidelity,50,1
58030,"$11,000",12-Nov-2020,3.0%,0.292,Fidelity,110,2
45587,"$4,000",23-May-2018,6.5%,0.292,Suntrust,40,10
50204,"$5,000",31-Aug-2020,6.5%,0.292,Bank of America,50,2
36510,"$17,000",4-May-2021,4.5%,0.287,Banco Santander,170,2
37204,"$12,000",15-Jun-2019,9.0%,0.207,American Express,120,4
49071,"$3,000",9-Oct-2017,5.5%,0.207,US Bancorp,30,4
52283,"$7,000",23-Jun-2017,8.0%,0.522,Capital One,70,4
52685,"$6,000",7-Sep-2018,7.5%,0.287,Fidelity,60,9
30266,"$7,000",12-Jun-2020,5.0%,0.292,US Bancorp,70,8
49595,"$7,000",4-Feb-2018,8.5%,0.207,American Express,70,1
35948,"$3,000",17-May-2020,7.0%,0.287,Deutsche Bank,30,3
34308,"$6,000",25-Jul-2019,9.0%,0.287,American Express,60,6
49666,"$2,000",9-Mar-2018,5.0%,0.292,Suntrust,20,2
40883,"$20,000",24-Aug-2017,3.5%,0.292,Bank of America,200,8
40024,"$4,000",27-May-2019,5.5%,0.526,Citigroup,40,9
50462,"$19,000",21-Oct-2018,8.0%,0.287,HSBC,190,10
48749,"$26,000",10-Jul-2020,7.0%,0.526,American Express,260,5
46398,"$7,000",27-Mar-2019,9.0%,0.292,Wells Fargo,70,7
31142,"$12,000",6-Oct-2018,3.0%,0.292,Bank of America,120,10
48161,"$4,000",29-Jun-2017,4.5%,0.526,JPMorgan Chase,40,7
31025,"$10,000",8-Aug-2017,9.0%,0.292,Wells Fargo,100,4
47788,"$16,000",29-Aug-2018,9.0%,0.526,Goldman Sachs,160,3
52201,"$27,000",14-Oct-2017,8.5%,0.287,Citigroup,270,10
55036,"$6,000",16-Jul-2018,3.0%,0.287,Banco Santander,60,1
51084,"$4,000",11-Dec-2017,8.5%,0.287,Wells Fargo,40,5
45024,"$8,000",15-Dec-2018,9.0%,0.522,Barclays,80,5
54086,"$6,000",23-Mar-2020,5.5%,0.522,Banco Santander,60,8
54688,"$20,000",29-Jan-2019,5.0%,0.292,Goldman Sachs,200,10
40608,"$4,000",8-Apr-2021,4.5%,0.207,Suntrust,40,7
50318,"$6,000",29-Dec-2020,7.5%,0.526,Citigroup,60,2
54365,"$4,000",6-Jun-2019,8.5%,0.207,Citigroup,40,6
41243,"$7,000",20-Feb-2019,8.0%,0.292,Wells Fargo,70,9
41204,"$14,000",20-Aug-2017,3.5%,0.287,HSBC,140,3
60056,"$10,000",16-Nov-2017,4.0%,0.292,Fidelity,100,9
40865,"$7,000",1-Dec-2017,3.0%,0.207,Banco Santander,70,8
53239,"$6,000",23-May-2017,6.0%,0.526,Deutsche Bank,60,5
55277,"$28,000",28-May-2020,7.0%,0.287,Fidelity,280,3
32500,"$4,000",26-May-2017,6.0%,0.526,JPMorgan Chase,40,10
59909,"$10,000",4-Jun-2018,8.5%,0.287,HSBC,100,7
35954,"$5,000",6-Sep-2018,4.0%,0.526,Fidelity,50,1
57206,"$6,000",25-Jul-2017,5.5%,0.207,Deutsche Bank,60,4
55093,"$8,000",11-Feb-2021,8.5%,0.292,Capital One,80,1
52050,"$11,000",23-Jul-2020,5.0%,0.287,US Bancorp,110,6
59585,"$8,000",25-Dec-2019,5.5%,0.287,Wells Fargo,80,6
36322,"$13,000",8-Aug-2020,5.0%,0.207,Citigroup,130,10
42100,"$16,000",25-Nov-2019,4.5%,0.207,Goldman Sachs,160,4
59432,"$14,000",3-Jul-2018,5.0%,0.207,Citigroup,140,7
49511,"$9,000",8-Jan-2018,7.0%,0.522,Banco Santander,90,9
55606,"$4,000",7-May-2021,5.0%,0.207,Barclays,40,7
30413,"$5,000",11-Aug-2017,8.5%,0.292,US Bancorp,50,1
45026,"$5,000",12-Aug-2020,9.0%,0.522,US Bancorp,50,9
56569,"$4,000",11-Feb-2020,6.5%,0.207,US Bancorp,40,9
58970,"$12,000",18-Aug-2018,7.0%,0.292,Banco Santander,120,5
31203,"$6,000",5-Jul-2017,8.0%,0.207,Deutsche Bank,60,6
47696,"$3,000",20-Oct-2020,3.5%,0.526,Goldman Sachs,30,4
36695,"$9,000",25-Apr-2019,5.5%,0.207,HSBC,90,9
57526,"$32,000",25-Aug-2019,6.5%,0.522,Goldman Sachs,320,9
50166,"$3,000",22-Oct-2017,9.0%,0.526,Citigroup,30,9
52644,"$2,000",27-Aug-2017,7.0%,0.207,Barclays,20,4
32858,"$4,000",16-Oct-2018,7.5%,0.287,Bank of America,40,7
46726,"$10,000",16-Dec-2018,8.5%,0.292,Fidelity,100,5
33178,"$13,000",11-Mar-2019,7.0%,0.207,Goldman Sachs,130,1
43255,"$10,000",25-Mar-2018,5.5%,0.526,Fidelity,100,1
53726,"$6,000",3-Nov-2018,5.5%,0.522,Goldman Sachs,60,8
55304,"$36,000",1-Dec-2017,8.0%,0.526,Deutsche Bank,360,5
41581,"$6,000",25-Jul-2020,3.0%,0.526,Deutsche Bank,60,2
39654,"$7,000",14-Aug-2019,4.5%,0.207,Barclays,70,4
58629,"$1,000",30-Jul-2017,7.5%,0.522,TD Bank,10,7
51573,"$7,000",26-Aug-2020,4.5%,0.207,Banco Santander,70,9
56388,"$11,000",23-Dec-2019,3.0%,0.526,Capital One,110,9
58969,"$5,000",25-Feb-2021,8.5%,0.522,Bank of America,50,9
35712,"$2,000",2-May-2021,8.0%,0.522,TD Bank,20,5
52160,"$5,000",29-Jul-2020,9.0%,0.207,Suntrust,50,1
38616,"$13,000",15-Jun-2019,4.5%,0.287,Suntrust,130,6
40211,"$9,000",26-Sep-2017,9.0%,0.526,HSBC,90,3
55568,"$4,000",18-Jan-2018,4.0%,0.526,Wells Fargo,40,1
34336,"$16,000",6-Jul-2019,7.0%,0.526,Suntrust,160,1
31281,"$8,000",10-Oct-2018,6.5%,0.522,Fidelity,80,9
46374,"$5,000",21-May-2018,5.5%,0.522,TD Bank,50,3
57976,"$2,000",26-Sep-2017,7.5%,0.526,Suntrust,20,2
32665,"$4,000",10-Oct-2017,7.0%,0.522,HSBC,40,2
50555,"$17,000",18-Jan-2020,6.5%,0.287,Citigroup,170,3
55560,"$6,000",29-Mar-2018,5.0%,0.526,HSBC,60,1
35286,"$4,000",29-Jun-2017,8.0%,0.292,Banco Santander,40,6
56654,"$17,000",11-Nov-2020,3.5%,0.207,Capital One,170,2
52212,"$9,000",3-Oct-2017,3.0%,0.526,HSBC,90,8
48373,"$11,000",27-Oct-2017,6.5%,0.207,JPMorgan Chase,110,9
34188,"$5,000",25-Nov-2019,3.5%,0.207,TD Bank,50,8
40628,"$3,000",22-May-2018,4.5%,0.526,Capital One,30,10
55164,"$2,000",25-Jun-2018,7.5%,0.207,Suntrust,20,5
32232,"$7,000",4-Feb-2021,8.5%,0.207,Suntrust,70,10
33108,"$7,000",15-Aug-2019,7.0%,0.207,HSBC,70,3
55517,"$8,000",5-Nov-2018,6.0%,0.292,Banco Santander,80,8
43778,"$13,000",12-Jun-2018,8.5%,0.287,Barclays,130,1
32448,"$6,000",27-Feb-2018,6.5%,0.522,Wells Fargo,60,10
42978,"$2,000",22-Mar-2018,7.5%,0.292,US Bancorp,20,4
54710,"$5,000",15-Feb-2021,3.0%,0.526,Citigroup,50,1
56665,"$8,000",11-Oct-2020,6.0%,0.522,Wells Fargo,80,5
40209,"$11,000",27-Nov-2019,5.0%,0.522,Barclays,110,4
56152,"$2,000",4-Jul-2018,4.0%,0.522,Wells Fargo,20,1
34704,"$2,000",24-Apr-2021,6.5%,0.207,JPMorgan Chase,20,6
44691,"$5,000",3-Sep-2019,4.5%,0.292,Wells Fargo,50,4
53755,"$13,000",27-Jan-2020,7.0%,0.207,HSBC,130,2
38868,"$13,000",30-Nov-2020,4.0%,0.526,Deutsche Bank,130,4
39532,"$9,000",20-Jul-2018,7.5%,0.287,US Bancorp,90,10
51948,"$12,000",9-May-2019,4.5%,0.207,TD Bank,120,9
41862,"$3,000",2-Jun-2018,7.0%,0.526,Fidelity,30,8
57217,"$3,000",22-Jul-2018,9.0%,0.526,Barclays,30,3
43932,"$14,000",27-Nov-2020,7.5%,0.287,Citigroup,140,8
35836,"$13,000",24-Jan-2018,4.5%,0.207,American Express,130,10
47536,"$4,000",21-Jul-2017,8.5%,0.207,Wells Fargo,40,10
45056,"$6,000",3-Jun-2020,5.0%,0.522,Bank of America,60,8
45147,"$5,000",1-Jun-2017,3.5%,0.292,American Express,50,5
37219,"$5,000",18-Oct-2020,4.0%,0.526,Bank of America,50,6
54009,"$9,000",24-Apr-2018,4.5%,0.522,Suntrust,90,1
38174,"$1,000",23-Aug-2018,5.5%,0.522,Suntrust,10,8
47803,"$2,000",28-Mar-2020,8.0%,0.287,TD Bank,20,8
51273,"$4,000",21-Jan-2021,4.0%,0.292,Capital One,40,4
35679,"$6,000",27-Jan-2021,8.0%,0.207,Fidelity,60,7
56804,"$4,000",28-Mar-2021,3.5%,0.522,Suntrust,40,1
50797,"$3,000",6-Mar-2019,5.0%,0.287,Bank of America,30,7
52343,"$5,000",29-Dec-2020,7.0%,0.287,HSBC,50,8
46135,"$3,000",3-Nov-2020,5.5%,0.292,TD Bank,30,1
52235,"$3,000",11-Apr-2020,8.0%,0.287,Barclays,30,7
50146,"$8,000",4-Oct-2017,3.5%,0.522,Barclays,80,7
39978,"$11,000",29-Jul-2018,5.5%,0.292,Capital One,110,3
43160,"$5,000",12-Nov-2019,6.0%,0.292,Capital One,50,9
50538,"$6,000",13-Nov-2019,4.0%,0.207,Goldman Sachs,60,7
37773,"$6,000",1-Jul-2018,4.0%,0.207,US Bancorp,60,10
38972,"$5,000",29-Dec-2020,3.5%,0.522,Barclays,50,4
35145,"$4,000",31-Aug-2020,3.0%,0.522,TD Bank,40,7
53225,"$3,000",23-Jul-2020,4.5%,0.292,JPMorgan Chase,30,8
56410,"$5,000",15-May-2020,6.5%,0.292,Suntrust,50,4
33113,"$15,000",29-Jul-2017,8.5%,0.287,Suntrust,150,7
44793,"$3,000",3-Jan-2019,4.5%,0.207,HSBC,30,9
38499,"$6,000",29-Sep-2017,8.5%,0.207,JPMorgan Chase,60,2
40822,"$10,000",19-Dec-2019,8.5%,0.207,JPMorgan Chase,100,4
56024,"$8,000",8-May-2019,7.5%,0.207,HSBC,80,7
49600,"$8,000",23-Aug-2019,8.5%,0.522,Fidelity,80,8
39533,"$6,000",10-Oct-2019,7.5%,0.522,JPMorgan Chase,60,2
34758,"$8,000",12-May-2020,3.0%,0.207,Goldman Sachs,80,7
47131,"$12,000",25-Jul-2019,5.0%,0.522,American Express,120,10
41181,"$9,000",31-May-2017,8.0%,0.292,Deutsche Bank,90,7
54597,"$8,000",29-Mar-2018,7.0%,0.522,Bank of America,80,1
48522,"$3,000",5-Apr-2018,5.0%,0.292,Fidelity,30,5
58545,"$6,000",7-Jul-2020,5.5%,0.207,US Bancorp,60,6
56193,"$21,000",5-Apr-2020,7.5%,0.287,American Express,210,9
42253,"$12,000",15-Dec-2018,5.0%,0.526,Capital One,120,9
32271,"$10,000",24-Apr-2019,4.5%,0.207,Citigroup,100,2
47459,"$6,000",12-Mar-2019,6.0%,0.287,Barclays,60,8
