ID,Healthcare,Utilities,Technology,Industrials,Financials,Consumer Goods,Basic Materials,Consumer Services,Oil & Gas,Telecommunications,Idiosyncratic
42068,0%,0%,0%,0%,0%,0%,0%,55%,0%,5%,40%
45648,0%,10%,0%,0%,0%,0%,0%,0%,0%,50%,40%
33865,0%,0%,0%,50%,5%,0%,0%,0%,0%,0%,45%
53258,0%,0%,0%,0%,0%,20%,0%,0%,30%,0%,50%
60282,0%,0%,0%,0%,5%,0%,0%,0%,60%,0%,35%
35574,0%,40%,30%,0%,0%,0%,0%,0%,10%,0%,20%
34253,50%,0%,0%,0%,0%,0%,20%,0%,0%,0%,30%
53529,0%,0%,10%,0%,0%,0%,0%,0%,55%,0%,35%
47389,0%,0%,0%,0%,50%,0%,10%,0%,0%,0%,40%
38107,0%,0%,0%,0%,0%,15%,0%,0%,65%,0%,20%
38246,0%,0%,20%,0%,40%,0%,0%,0%,0%,0%,40%
57805,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,50%
56892,0%,0%,0%,15%,25%,0%,0%,15%,0%,0%,45%
48788,0%,15%,0%,5%,0%,0%,0%,35%,0%,0%,45%
46420,0%,10%,0%,0%,0%,40%,0%,0%,0%,0%,50%
41166,0%,0%,0%,55%,0%,0%,0%,0%,0%,0%,45%
54236,0%,20%,0%,40%,0%,15%,0%,0%,0%,0%,25%
47709,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,50%
59840,5%,0%,0%,0%,0%,0%,40%,0%,15%,0%,40%
60105,0%,0%,0%,0%,0%,45%,0%,0%,0%,10%,45%
35482,0%,15%,0%,0%,0%,0%,0%,0%,40%,0%,45%
45398,0%,0%,15%,0%,35%,0%,0%,0%,0%,5%,45%
45894,0%,10%,0%,0%,0%,0%,0%,45%,0%,0%,45%
35918,0%,60%,0%,10%,0%,0%,0%,0%,0%,10%,20%
43672,0%,40%,0%,0%,5%,0%,0%,0%,15%,0%,40%
56530,0%,0%,35%,0%,0%,0%,25%,0%,0%,0%,40%
34234,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
55620,0%,0%,0%,0%,0%,0%,0%,0%,55%,0%,45%
40892,0%,30%,0%,0%,0%,0%,0%,0%,55%,0%,15%
40828,0%,0%,35%,50%,0%,0%,0%,0%,0%,0%,15%
31962,10%,0%,0%,0%,0%,0%,0%,0%,40%,0%,50%
39535,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
41471,0%,0%,45%,0%,10%,0%,0%,0%,0%,0%,45%
50774,30%,0%,0%,0%,0%,25%,0%,0%,0%,0%,45%
55821,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
49775,45%,0%,0%,0%,15%,0%,0%,0%,0%,0%,40%
35861,0%,0%,35%,0%,0%,0%,0%,15%,0%,15%,35%
47531,0%,0%,0%,65%,0%,0%,0%,15%,0%,0%,20%
48931,0%,0%,0%,0%,0%,0%,0%,0%,70%,10%,20%
31393,0%,0%,45%,0%,0%,5%,0%,0%,0%,0%,50%
58609,40%,0%,0%,0%,25%,10%,0%,0%,0%,0%,25%
43339,5%,10%,0%,0%,0%,0%,0%,0%,0%,50%,35%
50064,0%,0%,0%,0%,0%,20%,15%,0%,0%,50%,15%
38156,0%,5%,0%,0%,0%,0%,10%,0%,0%,60%,25%
60486,0%,0%,0%,0%,0%,65%,0%,0%,0%,0%,35%
48519,0%,0%,0%,60%,0%,0%,0%,0%,0%,20%,20%
47583,0%,0%,0%,5%,45%,0%,0%,0%,25%,0%,25%
36367,0%,0%,0%,25%,5%,0%,35%,0%,0%,0%,35%
50941,0%,0%,0%,0%,0%,0%,55%,0%,20%,0%,25%
50283,20%,0%,0%,0%,0%,20%,0%,0%,40%,0%,20%
54052,15%,0%,60%,0%,0%,0%,0%,0%,0%,0%,25%
51741,0%,25%,0%,0%,45%,0%,0%,0%,0%,0%,30%
58359,0%,45%,5%,0%,0%,0%,10%,0%,0%,0%,40%
41850,0%,0%,0%,60%,0%,0%,0%,0%,0%,0%,40%
33964,0%,0%,0%,30%,0%,0%,0%,0%,45%,0%,25%
52536,15%,0%,0%,0%,0%,0%,55%,0%,0%,0%,30%
46425,0%,65%,0%,0%,10%,0%,10%,0%,0%,0%,15%
55178,0%,0%,45%,0%,0%,30%,0%,0%,0%,0%,25%
51656,0%,0%,20%,0%,50%,0%,0%,0%,0%,0%,30%
60296,0%,0%,0%,0%,10%,0%,10%,50%,0%,0%,30%
39118,5%,0%,0%,0%,45%,0%,0%,0%,0%,0%,50%
55259,0%,0%,0%,20%,0%,0%,40%,0%,0%,0%,40%
42945,0%,35%,0%,0%,0%,0%,0%,0%,0%,15%,50%
37511,35%,0%,0%,0%,15%,0%,0%,0%,30%,0%,20%
43025,0%,0%,0%,0%,0%,0%,0%,0%,75%,0%,25%
48262,5%,0%,0%,0%,0%,0%,0%,25%,45%,0%,25%
54535,0%,0%,5%,0%,0%,0%,0%,0%,60%,0%,35%
49204,0%,0%,0%,0%,0%,0%,0%,5%,20%,45%,30%
48174,5%,0%,0%,0%,0%,5%,0%,0%,70%,0%,20%
42328,30%,0%,0%,0%,10%,0%,40%,0%,0%,0%,20%
37882,0%,0%,0%,0%,45%,0%,0%,0%,5%,5%,45%
46771,0%,0%,70%,0%,0%,0%,0%,0%,0%,15%,15%
40360,5%,0%,0%,0%,0%,5%,0%,40%,0%,0%,50%
42146,0%,0%,0%,0%,0%,0%,45%,0%,10%,0%,45%
51868,0%,0%,0%,0%,0%,0%,0%,0%,55%,0%,45%
33337,0%,15%,60%,5%,0%,0%,0%,0%,0%,0%,20%
52112,0%,60%,0%,0%,0%,25%,0%,0%,0%,0%,15%
35783,25%,0%,0%,0%,0%,60%,0%,0%,0%,0%,15%
44341,0%,55%,0%,0%,0%,0%,0%,30%,0%,0%,15%
51092,0%,0%,0%,0%,55%,15%,0%,0%,0%,0%,30%
46799,65%,0%,0%,15%,0%,0%,0%,0%,0%,0%,20%
39649,40%,0%,0%,0%,0%,0%,0%,0%,10%,0%,50%
52864,0%,0%,0%,0%,45%,0%,15%,0%,0%,0%,40%
53148,0%,0%,15%,0%,0%,0%,40%,0%,0%,0%,45%
38811,0%,0%,0%,5%,50%,0%,0%,0%,0%,5%,40%
38688,40%,0%,0%,0%,0%,20%,0%,0%,0%,0%,40%
43206,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%
56947,0%,0%,15%,40%,0%,0%,0%,0%,0%,25%,20%
34435,35%,0%,10%,0%,0%,0%,30%,0%,0%,0%,25%
36434,0%,0%,10%,10%,0%,0%,0%,0%,65%,0%,15%
55792,0%,60%,0%,0%,0%,0%,5%,0%,0%,0%,35%
37396,0%,0%,60%,0%,5%,0%,0%,0%,0%,20%,15%
33468,0%,0%,55%,25%,0%,0%,0%,0%,0%,0%,20%
59530,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,40%
33261,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,40%
50152,0%,40%,0%,0%,35%,0%,0%,0%,0%,0%,25%
31097,5%,0%,0%,0%,0%,10%,0%,0%,60%,0%,25%
47952,0%,0%,0%,0%,0%,0%,0%,0%,60%,5%,35%
48518,0%,0%,0%,30%,35%,0%,0%,0%,0%,0%,35%
59328,0%,10%,5%,0%,0%,0%,0%,70%,0%,0%,15%
47832,10%,0%,0%,0%,0%,0%,70%,0%,0%,0%,20%
39021,0%,40%,0%,0%,0%,0%,25%,0%,0%,0%,35%
39258,0%,0%,0%,20%,0%,0%,35%,0%,0%,0%,45%
56351,0%,0%,0%,0%,45%,10%,0%,0%,0%,0%,45%
47843,0%,0%,0%,10%,0%,0%,0%,0%,0%,60%,30%
53238,15%,0%,0%,0%,0%,0%,0%,0%,30%,5%,50%
34467,0%,0%,0%,30%,25%,0%,0%,0%,0%,0%,45%
47859,5%,0%,0%,0%,0%,5%,55%,0%,0%,0%,35%
55489,0%,40%,0%,0%,0%,0%,0%,0%,35%,0%,25%
38123,10%,0%,0%,0%,50%,0%,0%,20%,0%,0%,20%
42028,0%,0%,0%,0%,0%,0%,0%,45%,10%,0%,45%
47762,20%,0%,0%,0%,65%,0%,0%,0%,0%,0%,15%
54366,0%,0%,15%,0%,35%,0%,0%,0%,0%,0%,50%
37312,0%,0%,10%,5%,0%,0%,0%,45%,0%,0%,40%
46430,0%,20%,0%,0%,0%,0%,0%,0%,0%,30%,50%
59343,0%,55%,0%,0%,0%,0%,0%,0%,0%,0%,45%
49179,0%,25%,0%,0%,0%,0%,0%,40%,0%,0%,35%
37421,45%,0%,0%,0%,0%,20%,0%,0%,15%,0%,20%
47913,0%,0%,0%,0%,0%,0%,75%,0%,0%,0%,25%
44588,5%,0%,65%,0%,0%,0%,0%,0%,0%,0%,30%
56506,0%,10%,0%,0%,50%,5%,0%,0%,0%,0%,35%
55767,0%,0%,0%,0%,5%,0%,35%,0%,0%,20%,40%
46710,0%,0%,50%,0%,0%,0%,5%,0%,0%,0%,45%
43354,0%,0%,0%,0%,0%,65%,5%,0%,0%,0%,30%
32441,15%,0%,45%,0%,0%,0%,0%,0%,0%,0%,40%
48857,0%,0%,60%,0%,0%,0%,0%,0%,15%,0%,25%
57258,40%,20%,0%,0%,0%,0%,0%,0%,10%,0%,30%
46367,0%,0%,0%,0%,50%,30%,0%,0%,0%,0%,20%
40018,25%,0%,0%,0%,0%,35%,0%,0%,0%,0%,40%
46321,0%,0%,40%,5%,0%,5%,0%,0%,0%,0%,50%
57335,0%,0%,40%,0%,0%,0%,0%,20%,0%,15%,25%
48385,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
44590,0%,0%,0%,0%,0%,0%,0%,50%,10%,0%,40%
44832,0%,10%,0%,45%,0%,0%,15%,0%,0%,0%,30%
55006,0%,0%,0%,0%,0%,40%,0%,15%,0%,0%,45%
57798,0%,0%,0%,0%,0%,0%,0%,25%,0%,50%,25%
60622,0%,0%,0%,0%,0%,0%,0%,0%,40%,20%,40%
52332,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,50%
55002,55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%
35486,50%,0%,0%,0%,0%,0%,0%,25%,0%,5%,20%
37810,0%,0%,0%,0%,0%,50%,5%,0%,0%,0%,45%
56910,0%,0%,0%,0%,0%,0%,65%,0%,0%,0%,35%
50510,50%,0%,0%,0%,0%,0%,0%,25%,10%,0%,15%
33038,0%,0%,45%,15%,0%,0%,0%,0%,0%,0%,40%
32942,60%,5%,0%,0%,0%,0%,0%,0%,0%,0%,35%
52812,60%,0%,0%,0%,25%,0%,0%,0%,0%,0%,15%
37054,0%,0%,25%,0%,0%,0%,40%,0%,0%,0%,35%
32519,20%,0%,0%,0%,0%,0%,35%,0%,0%,0%,45%
49468,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%
58035,0%,30%,55%,0%,0%,0%,0%,0%,0%,0%,15%
30464,15%,45%,10%,0%,0%,0%,0%,0%,0%,0%,30%
46033,35%,0%,0%,0%,0%,0%,35%,0%,0%,0%,30%
44528,0%,0%,0%,0%,0%,10%,0%,0%,5%,70%,15%
59155,0%,0%,0%,0%,10%,60%,0%,0%,0%,15%,15%
59808,15%,0%,50%,15%,0%,0%,0%,0%,0%,0%,20%
51290,0%,0%,20%,0%,5%,0%,0%,0%,35%,0%,40%
55013,20%,0%,0%,0%,0%,0%,55%,0%,0%,0%,25%
32229,0%,0%,0%,0%,0%,0%,0%,35%,5%,25%,35%
50617,0%,35%,0%,40%,0%,0%,0%,0%,0%,0%,25%
48300,0%,0%,0%,60%,0%,0%,0%,0%,0%,0%,40%
57664,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
59575,0%,0%,0%,0%,0%,0%,0%,0%,70%,0%,30%
36189,0%,35%,0%,5%,0%,20%,0%,0%,0%,0%,40%
36620,45%,0%,10%,0%,0%,0%,0%,0%,0%,0%,45%
31769,0%,0%,50%,0%,0%,20%,0%,15%,0%,0%,15%
58426,35%,0%,0%,0%,50%,0%,0%,0%,0%,0%,15%
50187,65%,0%,0%,0%,0%,0%,5%,15%,0%,0%,15%
58030,0%,50%,0%,0%,0%,10%,0%,0%,0%,0%,40%
45587,0%,5%,0%,0%,0%,0%,0%,25%,0%,35%,35%
50204,0%,75%,0%,0%,0%,0%,0%,0%,0%,0%,25%
36510,0%,55%,0%,0%,0%,0%,0%,0%,25%,0%,20%
37204,0%,0%,0%,60%,0%,0%,0%,0%,0%,5%,35%
49071,0%,0%,0%,30%,0%,30%,0%,0%,0%,0%,40%
52283,0%,0%,0%,60%,10%,0%,0%,0%,0%,0%,30%
52685,0%,15%,0%,0%,0%,0%,0%,0%,70%,0%,15%
30266,0%,0%,0%,0%,0%,0%,10%,20%,20%,0%,50%
49595,50%,0%,0%,0%,0%,0%,10%,0%,0%,15%,25%
35948,0%,0%,45%,0%,35%,0%,0%,0%,0%,0%,20%
34308,5%,0%,0%,0%,0%,60%,0%,0%,0%,0%,35%
49666,0%,50%,0%,10%,0%,0%,0%,0%,0%,0%,40%
40883,0%,0%,0%,0%,0%,0%,0%,50%,0%,20%,30%
40024,0%,0%,0%,0%,0%,0%,0%,0%,40%,40%,20%
50462,5%,0%,0%,0%,0%,0%,0%,0%,0%,70%,25%
48749,0%,0%,0%,0%,70%,0%,0%,0%,0%,0%,30%
46398,0%,0%,0%,0%,0%,5%,65%,0%,0%,0%,30%
31142,0%,0%,0%,0%,20%,0%,0%,0%,0%,30%,50%
48161,20%,0%,0%,0%,0%,0%,40%,15%,0%,0%,25%
31025,0%,0%,0%,60%,0%,0%,0%,0%,0%,0%,40%
47788,0%,0%,55%,0%,0%,0%,0%,0%,5%,0%,40%
52201,0%,0%,0%,0%,0%,0%,0%,0%,15%,50%,35%
55036,40%,0%,0%,0%,0%,0%,0%,0%,40%,0%,20%
51084,0%,0%,30%,0%,55%,0%,0%,0%,0%,0%,15%
45024,0%,0%,40%,0%,45%,0%,0%,0%,0%,0%,15%
54086,0%,0%,0%,15%,0%,30%,0%,35%,0%,0%,20%
54688,0%,0%,0%,0%,0%,0%,0%,0%,0%,75%,25%
40608,0%,0%,0%,0%,0%,0%,45%,15%,0%,0%,40%
50318,0%,60%,0%,0%,0%,10%,0%,0%,5%,0%,25%
54365,0%,0%,0%,0%,0%,35%,0%,0%,0%,20%,45%
41243,0%,0%,0%,0%,0%,0%,0%,5%,35%,15%,45%
41204,0%,0%,55%,0%,0%,0%,0%,0%,0%,5%,40%
60056,0%,0%,0%,0%,0%,20%,0%,0%,55%,0%,25%
40865,0%,0%,0%,0%,0%,0%,0%,75%,0%,10%,15%
53239,0%,0%,0%,0%,80%,0%,0%,0%,0%,0%,20%
55277,0%,0%,45%,0%,0%,0%,25%,0%,0%,0%,30%
32500,20%,0%,0%,0%,0%,0%,0%,0%,0%,35%,45%
59909,0%,0%,0%,0%,0%,0%,30%,0%,0%,30%,40%
35954,55%,25%,0%,0%,0%,0%,0%,0%,0%,0%,20%
57206,0%,0%,0%,40%,0%,0%,30%,0%,0%,0%,30%
55093,35%,0%,0%,0%,0%,0%,10%,0%,5%,0%,50%
52050,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%
59585,0%,0%,0%,0%,0%,60%,0%,0%,0%,0%,40%
36322,0%,5%,15%,0%,0%,0%,0%,0%,0%,60%,20%
42100,0%,0%,0%,40%,0%,0%,0%,10%,0%,0%,50%
59432,5%,0%,0%,0%,10%,0%,70%,0%,0%,0%,15%
49511,0%,0%,0%,0%,0%,0%,25%,0%,60%,0%,15%
55606,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,50%
30413,55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%
45026,0%,0%,0%,0%,0%,0%,0%,0%,35%,15%,50%
56569,0%,0%,0%,0%,0%,0%,0%,0%,65%,0%,35%
58970,0%,0%,0%,0%,70%,0%,0%,0%,5%,0%,25%
31203,0%,0%,0%,0%,0%,55%,0%,0%,0%,0%,45%
47696,0%,0%,0%,55%,0%,0%,10%,0%,0%,0%,35%
36695,0%,15%,0%,0%,0%,0%,10%,0%,60%,0%,15%
57526,0%,0%,0%,0%,0%,0%,20%,0%,40%,0%,40%
50166,0%,0%,0%,0%,5%,0%,0%,0%,70%,0%,25%
52644,0%,15%,0%,40%,0%,0%,0%,15%,0%,0%,30%
32858,0%,5%,0%,0%,0%,20%,55%,0%,0%,0%,20%
46726,0%,0%,0%,0%,60%,0%,0%,0%,0%,0%,40%
33178,60%,0%,0%,0%,0%,0%,10%,0%,0%,0%,30%
43255,45%,0%,0%,0%,0%,0%,10%,25%,0%,0%,20%
53726,0%,0%,0%,0%,0%,10%,0%,75%,0%,0%,15%
55304,15%,0%,0%,0%,50%,0%,0%,0%,0%,0%,35%
41581,0%,55%,0%,0%,0%,0%,0%,0%,15%,0%,30%
39654,0%,0%,5%,75%,0%,0%,0%,0%,0%,0%,20%
58629,15%,0%,0%,0%,0%,0%,65%,0%,0%,0%,20%
51573,15%,0%,0%,0%,0%,0%,0%,0%,60%,0%,25%
56388,0%,0%,0%,10%,0%,0%,0%,0%,75%,0%,15%
58969,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%
35712,0%,0%,0%,0%,60%,0%,0%,0%,0%,0%,40%
52160,45%,0%,0%,5%,0%,0%,0%,0%,0%,0%,50%
38616,0%,0%,0%,0%,0%,60%,0%,15%,10%,0%,15%
40211,0%,0%,50%,10%,0%,5%,0%,0%,0%,0%,35%
55568,40%,15%,0%,0%,0%,10%,0%,0%,0%,0%,35%
34336,50%,0%,0%,0%,5%,0%,0%,0%,0%,0%,45%
31281,0%,0%,0%,20%,0%,15%,0%,0%,40%,0%,25%
46374,0%,0%,50%,0%,0%,0%,10%,0%,0%,0%,40%
57976,0%,45%,10%,0%,0%,0%,0%,0%,0%,0%,45%
32665,0%,80%,0%,0%,0%,0%,0%,0%,5%,0%,15%
50555,0%,0%,50%,0%,0%,15%,0%,5%,0%,0%,30%
55560,35%,15%,0%,0%,0%,0%,0%,0%,0%,0%,50%
35286,0%,0%,0%,0%,0%,45%,0%,0%,5%,0%,50%
56654,0%,55%,0%,0%,0%,10%,0%,0%,0%,0%,35%
52212,0%,0%,0%,0%,20%,0%,0%,30%,0%,0%,50%
48373,0%,0%,0%,5%,0%,0%,0%,0%,45%,20%,30%
34188,0%,0%,0%,0%,0%,30%,0%,55%,0%,0%,15%
40628,0%,0%,0%,0%,0%,0%,0%,0%,20%,65%,15%
55164,0%,0%,0%,0%,50%,0%,0%,0%,0%,25%,25%
32232,0%,10%,0%,0%,0%,0%,0%,20%,0%,35%,35%
33108,0%,0%,50%,0%,15%,0%,0%,5%,0%,0%,30%
55517,0%,0%,0%,0%,0%,0%,5%,65%,0%,0%,30%
43778,35%,0%,0%,35%,0%,0%,0%,0%,0%,0%,30%
32448,10%,0%,0%,0%,0%,0%,0%,0%,0%,40%,50%
42978,0%,5%,0%,35%,0%,0%,0%,10%,0%,0%,50%
54710,45%,0%,0%,0%,0%,0%,0%,0%,40%,0%,15%
56665,0%,0%,30%,0%,50%,0%,0%,0%,0%,0%,20%
40209,0%,0%,0%,45%,10%,0%,0%,0%,0%,0%,45%
56152,55%,0%,0%,0%,25%,0%,0%,0%,0%,0%,20%
34704,15%,0%,0%,0%,5%,55%,0%,0%,0%,0%,25%
44691,20%,15%,0%,40%,0%,0%,0%,0%,0%,0%,25%
53755,20%,35%,0%,0%,0%,0%,10%,0%,0%,0%,35%
38868,0%,5%,5%,55%,0%,0%,0%,0%,0%,0%,35%
39532,0%,0%,0%,0%,0%,5%,0%,0%,15%,45%,35%
51948,0%,0%,0%,0%,0%,10%,0%,0%,35%,5%,50%
41862,0%,10%,0%,0%,0%,0%,0%,55%,10%,0%,25%
57217,0%,0%,50%,10%,0%,0%,0%,15%,0%,0%,25%
43932,0%,0%,0%,0%,0%,15%,0%,65%,0%,0%,20%
35836,0%,15%,0%,0%,0%,0%,0%,0%,0%,50%,35%
47536,0%,20%,0%,0%,0%,0%,0%,0%,0%,30%,50%
45056,0%,20%,0%,0%,0%,0%,20%,35%,0%,0%,25%
45147,0%,25%,0%,0%,50%,0%,0%,0%,0%,0%,25%
37219,0%,0%,0%,0%,0%,55%,0%,0%,0%,0%,45%
54009,70%,0%,10%,0%,0%,0%,0%,0%,0%,0%,20%
38174,0%,20%,0%,0%,0%,0%,25%,40%,0%,0%,15%
47803,0%,0%,0%,0%,0%,0%,0%,85%,0%,0%,15%
51273,0%,0%,15%,45%,0%,0%,0%,0%,0%,0%,40%
35679,0%,0%,0%,15%,0%,0%,70%,0%,0%,0%,15%
56804,60%,0%,0%,0%,5%,0%,0%,10%,0%,0%,25%
50797,0%,0%,0%,0%,0%,5%,50%,0%,0%,15%,30%
52343,0%,0%,0%,0%,0%,0%,0%,45%,15%,0%,40%
46135,65%,0%,0%,0%,5%,0%,0%,0%,0%,0%,30%
52235,0%,0%,5%,0%,0%,0%,70%,0%,0%,0%,25%
50146,0%,0%,0%,0%,5%,0%,30%,0%,30%,0%,35%
39978,0%,0%,30%,0%,0%,5%,0%,0%,20%,0%,45%
43160,30%,0%,0%,0%,0%,0%,0%,0%,40%,0%,30%
50538,0%,0%,0%,0%,0%,0%,40%,30%,0%,0%,30%
37773,10%,0%,0%,0%,0%,0%,0%,0%,0%,75%,15%
38972,0%,0%,0%,40%,0%,0%,20%,0%,0%,0%,40%
35145,0%,0%,20%,0%,0%,0%,50%,0%,0%,0%,30%
53225,0%,10%,0%,0%,0%,0%,0%,55%,0%,10%,25%
56410,0%,0%,0%,50%,25%,0%,0%,0%,0%,0%,25%
33113,10%,0%,5%,0%,0%,0%,35%,0%,0%,0%,50%
44793,0%,0%,0%,0%,0%,0%,0%,5%,55%,0%,40%
38499,0%,65%,10%,0%,0%,0%,0%,0%,0%,0%,25%
40822,0%,0%,0%,30%,0%,0%,25%,0%,0%,0%,45%
56024,0%,0%,0%,5%,0%,10%,45%,0%,0%,0%,40%
49600,0%,0%,0%,0%,0%,0%,0%,55%,0%,5%,40%
39533,0%,75%,0%,0%,0%,0%,0%,0%,10%,0%,15%
34758,0%,0%,0%,0%,0%,0%,55%,0%,10%,0%,35%
47131,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
41181,0%,0%,0%,0%,0%,0%,55%,0%,0%,0%,45%
54597,65%,0%,0%,15%,0%,0%,0%,0%,0%,0%,20%
48522,0%,0%,0%,0%,75%,0%,0%,0%,0%,0%,25%
58545,0%,0%,0%,0%,0%,50%,0%,20%,0%,5%,25%
56193,0%,0%,0%,0%,10%,0%,0%,0%,55%,0%,35%
42253,0%,0%,0%,0%,0%,0%,25%,15%,45%,0%,15%
32271,0%,35%,0%,0%,0%,0%,0%,30%,0%,0%,35%
47459,15%,0%,0%,0%,0%,0%,0%,35%,0%,0%,50%
56413,0%,0%,15%,0%,0%,0%,0%,30%,0%,5%,50%
59980,0%,0%,0%,0%,10%,0%,45%,0%,0%,0%,45%
43020,0%,0%,15%,65%,0%,0%,5%,0%,0%,0%,15%
48175,0%,0%,0%,75%,0%,0%,5%,0%,0%,0%,20%
54287,0%,0%,0%,40%,0%,30%,0%,0%,0%,0%,30%
50128,0%,0%,15%,0%,0%,0%,50%,0%,0%,0%,35%
60642,0%,10%,0%,0%,0%,0%,30%,0%,0%,20%,40%
53416,0%,0%,0%,60%,0%,0%,0%,0%,0%,0%,40%
37575,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
35687,0%,0%,15%,60%,0%,0%,0%,10%,0%,0%,15%
60649,0%,0%,0%,40%,0%,0%,0%,20%,0%,0%,40%
47971,0%,0%,0%,0%,0%,0%,30%,0%,0%,25%,45%
33211,0%,0%,0%,5%,5%,0%,0%,0%,45%,0%,45%
48543,0%,0%,60%,0%,0%,5%,0%,0%,15%,0%,20%
39803,25%,0%,0%,0%,0%,0%,0%,60%,0%,0%,15%
60067,0%,0%,0%,0%,0%,0%,20%,10%,0%,55%,15%
36556,30%,0%,0%,0%,5%,0%,30%,0%,0%,0%,35%
43423,0%,0%,0%,15%,0%,0%,0%,50%,0%,0%,35%
57618,0%,0%,0%,0%,0%,0%,65%,0%,5%,0%,30%
48510,0%,0%,0%,0%,0%,0%,0%,55%,0%,0%,45%
31876,0%,10%,0%,0%,5%,0%,0%,0%,50%,0%,35%
39565,0%,10%,0%,50%,0%,0%,0%,0%,0%,0%,40%
33933,0%,0%,10%,20%,0%,0%,50%,0%,0%,0%,20%
60033,0%,0%,0%,0%,0%,65%,0%,0%,0%,0%,35%
54352,0%,0%,0%,0%,0%,0%,0%,55%,0%,0%,45%
59011,20%,0%,10%,35%,0%,0%,0%,0%,0%,0%,35%
39463,0%,0%,5%,0%,0%,0%,60%,0%,0%,0%,35%
34834,0%,40%,0%,0%,0%,0%,10%,15%,0%,0%,35%
46536,0%,0%,0%,0%,0%,0%,45%,0%,20%,10%,25%
47772,10%,0%,0%,0%,0%,5%,45%,0%,0%,0%,40%
54664,0%,0%,0%,0%,0%,60%,0%,0%,5%,0%,35%
36766,0%,0%,0%,0%,65%,0%,0%,0%,0%,0%,35%
31824,0%,0%,40%,0%,0%,0%,20%,0%,0%,0%,40%
37885,0%,65%,0%,0%,0%,0%,0%,20%,0%,0%,15%
43473,0%,0%,0%,10%,0%,0%,0%,0%,25%,20%,45%
49708,5%,0%,0%,0%,0%,45%,0%,0%,0%,0%,50%
31109,25%,0%,0%,55%,0%,0%,0%,0%,0%,0%,20%
37327,0%,5%,0%,0%,5%,0%,0%,0%,60%,0%,30%
37862,0%,0%,20%,0%,45%,0%,0%,0%,0%,0%,35%
49186,0%,0%,0%,75%,0%,0%,5%,0%,0%,0%,20%
33203,0%,0%,0%,0%,0%,0%,0%,25%,5%,40%,30%
44527,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
55598,15%,0%,0%,0%,0%,0%,5%,0%,0%,55%,25%
31795,0%,0%,0%,0%,5%,0%,65%,0%,10%,0%,20%
50550,0%,0%,0%,0%,0%,0%,60%,0%,5%,0%,35%
31008,0%,0%,50%,0%,5%,15%,0%,0%,0%,0%,30%
30125,0%,65%,0%,0%,0%,0%,0%,0%,0%,0%,35%
44810,15%,70%,0%,0%,0%,0%,0%,0%,0%,0%,15%
43509,0%,5%,0%,0%,0%,0%,0%,0%,80%,0%,15%
56456,0%,0%,0%,0%,0%,0%,30%,55%,0%,0%,15%
45498,55%,10%,0%,0%,0%,0%,0%,0%,0%,0%,35%
59111,10%,0%,55%,0%,0%,0%,0%,0%,0%,0%,35%
50342,0%,0%,70%,0%,0%,10%,0%,5%,0%,0%,15%
52490,5%,0%,0%,0%,0%,0%,50%,0%,0%,0%,45%
57084,0%,0%,0%,5%,0%,0%,0%,45%,15%,0%,35%
45124,5%,0%,0%,0%,0%,0%,0%,0%,0%,60%,35%
52325,0%,0%,0%,0%,0%,0%,45%,0%,35%,0%,20%
52172,0%,15%,0%,0%,0%,15%,35%,0%,0%,0%,35%
37743,0%,0%,10%,0%,0%,0%,0%,0%,60%,0%,30%
49659,0%,0%,5%,0%,0%,0%,20%,40%,0%,0%,35%
42151,50%,15%,0%,0%,0%,0%,10%,0%,0%,0%,25%
39181,40%,0%,15%,0%,0%,0%,0%,0%,25%,0%,20%
36296,80%,0%,0%,0%,0%,0%,5%,0%,0%,0%,15%
37678,0%,0%,60%,0%,0%,0%,0%,0%,0%,0%,40%
45215,0%,0%,50%,0%,0%,0%,0%,0%,0%,30%,20%
39813,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,45%
31036,0%,0%,15%,0%,0%,0%,55%,0%,0%,0%,30%
47252,0%,15%,50%,0%,0%,0%,0%,0%,0%,0%,35%
43446,0%,20%,5%,0%,0%,0%,0%,55%,0%,0%,20%
